Barcode,Cluster
201,DCIS_2
202,DCIS_2
203,Invasive_Tumor
204,DCIS_2
205,DCIS_2
206,DCIS_2
207,DCIS_2
208,DCIS_2
209,DCIS_2
210,DCIS_2
211,Invasive_Tumor
212,DCIS_2
213,DCIS_2
214,Invasive_Tumor
215,DCIS_2
216,DCIS_2
217,DCIS_2
218,DCIS_2
219,DCIS_2
220,DCIS_2
221,DCIS_2
222,Invasive_Tumor
223,DCIS_2
224,DCIS_2
225,DCIS_2
226,DCIS_2
227,Invasive_Tumor
228,DCIS_2
229,DCIS_2
230,DCIS_2
231,DCIS_2
232,DCIS_2
233,DCIS_2
234,DCIS_2
235,DCIS_2
236,Invasive_Tumor
237,DCIS_2
238,DCIS_2
239,DCIS_2
240,DCIS_2
241,DCIS_2
242,DCIS_2
243,Invasive_Tumor
244,DCIS_2
245,DCIS_2
246,DCIS_2
247,DCIS_2
248,DCIS_2
249,Unlabeled
250,Endothelial
251,Endothelial
252,Endothelial
253,Invasive_Tumor
254,Invasive_Tumor
255,Invasive_Tumor
256,Invasive_Tumor
257,Invasive_Tumor
258,Invasive_Tumor
259,Invasive_Tumor
260,Prolif_Invasive_Tumor
261,Invasive_Tumor
262,Invasive_Tumor
263,Invasive_Tumor
264,Invasive_Tumor
265,Invasive_Tumor
266,Invasive_Tumor
267,Invasive_Tumor
268,Invasive_Tumor
269,Prolif_Invasive_Tumor
270,Stromal
271,Stromal
272,Invasive_Tumor
273,Endothelial
274,Invasive_Tumor
275,Invasive_Tumor
276,Invasive_Tumor
277,Invasive_Tumor
278,Invasive_Tumor
279,Invasive_Tumor
280,Invasive_Tumor
281,Stromal
282,Macrophages_1
283,Endothelial
284,Invasive_Tumor
285,Macrophages_1
286,Invasive_Tumor
287,Prolif_Invasive_Tumor
288,Invasive_Tumor
289,Invasive_Tumor
290,Invasive_Tumor
291,Invasive_Tumor
292,Invasive_Tumor
293,Invasive_Tumor
294,Invasive_Tumor
295,Invasive_Tumor
296,Invasive_Tumor
297,Endothelial
298,Invasive_Tumor
299,Invasive_Tumor
300,Stromal
301,Endothelial
302,Endothelial
303,Stromal
304,Invasive_Tumor
305,Stromal
306,Macrophages_1
307,T_Cell_&_Tumor_Hybrid
308,Invasive_Tumor
309,Macrophages_1
310,Invasive_Tumor
311,Invasive_Tumor
312,CD8+_T_Cells
313,Stromal
314,Macrophages_1
315,Invasive_Tumor
316,Invasive_Tumor
317,Stromal
318,Invasive_Tumor
319,Mast_Cells
320,CD8+_T_Cells
321,Invasive_Tumor
322,Invasive_Tumor
323,Macrophages_1
324,Macrophages_1
325,Macrophages_1
326,Macrophages_1
327,Endothelial
328,CD4+_T_Cells
329,Endothelial
330,CD8+_T_Cells
331,Macrophages_1
332,Stromal
333,Invasive_Tumor
334,Stromal
335,Stromal
336,Stromal
337,CD4+_T_Cells
338,Stromal
339,Invasive_Tumor
340,CD8+_T_Cells
341,Endothelial
342,Macrophages_1
343,Invasive_Tumor
344,Invasive_Tumor
345,Macrophages_1
346,Stromal
347,Invasive_Tumor
348,CD8+_T_Cells
349,Invasive_Tumor
350,Macrophages_1
351,Unlabeled
352,Stromal
353,Stromal
354,CD4+_T_Cells
355,B_Cells
356,CD4+_T_Cells
357,CD4+_T_Cells
358,CD4+_T_Cells
359,B_Cells
360,Macrophages_1
361,CD4+_T_Cells
362,CD4+_T_Cells
363,CD4+_T_Cells
364,Macrophages_1
365,Endothelial
366,Macrophages_1
367,Macrophages_1
368,Unlabeled
369,CD4+_T_Cells
370,CD4+_T_Cells
371,CD4+_T_Cells
372,B_Cells
373,B_Cells
374,Macrophages_1
375,CD8+_T_Cells
376,Stromal
377,Stromal
378,CD4+_T_Cells
379,CD8+_T_Cells
380,CD4+_T_Cells
381,Macrophages_1
382,CD8+_T_Cells
383,CD8+_T_Cells
384,CD4+_T_Cells
385,Stromal
386,B_Cells
387,Stromal
388,Macrophages_1
389,Macrophages_1
390,Macrophages_1
391,Macrophages_1
392,Macrophages_1
393,Macrophages_1
394,Macrophages_1
395,Macrophages_1
396,Macrophages_1
397,Macrophages_1
398,DCIS_2
399,Macrophages_1
400,DCIS_2
401,Unlabeled
402,Invasive_Tumor
403,Myoepi_ACTA2+
404,Invasive_Tumor
405,Invasive_Tumor
406,DCIS_2
407,DCIS_2
408,DCIS_2
409,DCIS_2
410,DCIS_2
411,DCIS_2
412,DCIS_2
413,DCIS_2
414,DCIS_2
415,DCIS_2
416,DCIS_2
417,DCIS_2
418,Macrophages_1
419,DCIS_2
420,DCIS_2
421,DCIS_2
422,DCIS_2
423,DCIS_2
424,DCIS_2
425,DCIS_2
426,DCIS_2
427,DCIS_2
428,DCIS_2
429,DCIS_2
430,Macrophages_1
431,Invasive_Tumor
432,Invasive_Tumor
433,T_Cell_&_Tumor_Hybrid
434,DCIS_2
435,DCIS_2
436,DCIS_2
437,DCIS_2
438,Macrophages_1
439,Unlabeled
440,Macrophages_1
441,Macrophages_1
442,Unlabeled
443,DCIS_2
444,Macrophages_1
445,Unlabeled
446,DCIS_2
447,DCIS_2
448,DCIS_2
449,Myoepi_ACTA2+
450,DCIS_2
451,DCIS_2
452,DCIS_2
453,DCIS_2
454,Stromal
455,Myoepi_ACTA2+
456,Endothelial
457,Endothelial
458,Stromal
459,Myoepi_ACTA2+
460,Endothelial
461,DCIS_2
462,Invasive_Tumor
463,Myoepi_ACTA2+
464,Myoepi_ACTA2+
465,Myoepi_ACTA2+
466,DCIS_2
467,Myoepi_ACTA2+
468,Stromal
469,Endothelial
470,Myoepi_ACTA2+
471,Myoepi_ACTA2+
472,DCIS_2
473,Prolif_Invasive_Tumor
474,Macrophages_1
475,DCIS_2
476,Invasive_Tumor
477,Myoepi_ACTA2+
478,DCIS_2
479,DCIS_2
480,Invasive_Tumor
481,DCIS_2
482,Invasive_Tumor
483,Invasive_Tumor
484,Invasive_Tumor
485,Invasive_Tumor
486,DCIS_2
487,Invasive_Tumor
488,Invasive_Tumor
489,Invasive_Tumor
490,Macrophages_1
491,Invasive_Tumor
492,Macrophages_1
493,Invasive_Tumor
494,Invasive_Tumor
495,Invasive_Tumor
496,Stromal
497,Invasive_Tumor
498,Invasive_Tumor
499,Invasive_Tumor
500,Invasive_Tumor
501,Invasive_Tumor
502,Invasive_Tumor
503,Prolif_Invasive_Tumor
504,Invasive_Tumor
505,Invasive_Tumor
506,Invasive_Tumor
507,Invasive_Tumor
508,Invasive_Tumor
509,Invasive_Tumor
510,Macrophages_1
511,Endothelial
512,Invasive_Tumor
513,Endothelial
514,Stromal
515,Invasive_Tumor
516,Invasive_Tumor
517,Invasive_Tumor
518,Invasive_Tumor
519,Invasive_Tumor
520,Invasive_Tumor
521,Invasive_Tumor
522,Prolif_Invasive_Tumor
523,Invasive_Tumor
524,Invasive_Tumor
525,Invasive_Tumor
526,Invasive_Tumor
527,Invasive_Tumor
528,Invasive_Tumor
529,Invasive_Tumor
530,Stromal
531,Invasive_Tumor
532,Invasive_Tumor
533,Invasive_Tumor
534,Stromal
535,Invasive_Tumor
536,Unlabeled
537,Prolif_Invasive_Tumor
538,Macrophages_1
539,Stromal
540,Endothelial
541,Invasive_Tumor
542,Invasive_Tumor
543,Invasive_Tumor
544,Invasive_Tumor
545,Prolif_Invasive_Tumor
546,Macrophages_1
547,Macrophages_1
548,Invasive_Tumor
549,Invasive_Tumor
550,Unlabeled
551,Invasive_Tumor
552,Invasive_Tumor
553,Invasive_Tumor
554,Invasive_Tumor
555,Invasive_Tumor
556,Invasive_Tumor
557,Stromal
558,Macrophages_1
559,Endothelial
560,Invasive_Tumor
561,Invasive_Tumor
562,Invasive_Tumor
563,Invasive_Tumor
564,Invasive_Tumor
565,Prolif_Invasive_Tumor
566,Invasive_Tumor
567,Invasive_Tumor
568,Invasive_Tumor
569,Invasive_Tumor
570,Invasive_Tumor
571,Invasive_Tumor
572,Invasive_Tumor
573,Prolif_Invasive_Tumor
574,Stromal
575,Stromal
576,Stromal
577,Endothelial
578,B_Cells
579,B_Cells
580,Unlabeled
581,DCIS_2
582,Unlabeled
583,Stromal
584,Stromal
585,Stromal
586,B_Cells
587,Stromal
588,Macrophages_1
589,Unlabeled
590,Macrophages_1
591,Unlabeled
592,Stromal
593,Stromal
594,Stromal
595,Myoepi_ACTA2+
596,Stromal
597,Macrophages_1
598,Myoepi_ACTA2+
599,Unlabeled
600,Endothelial
601,Unlabeled
602,Unlabeled
603,Endothelial
604,Myoepi_ACTA2+
605,Stromal
606,Myoepi_ACTA2+
607,Invasive_Tumor
608,Myoepi_ACTA2+
609,DCIS_2
610,DCIS_2
611,Macrophages_2
612,DCIS_2
613,Myoepi_ACTA2+
614,DCIS_2
615,Unlabeled
616,Stromal
617,DCIS_2
618,CD8+_T_Cells
619,Stromal
620,Invasive_Tumor
621,CD4+_T_Cells
622,Prolif_Invasive_Tumor
623,DCIS_2
624,Myoepi_ACTA2+
625,Stromal
626,Myoepi_ACTA2+
627,Myoepi_ACTA2+
628,Endothelial
629,Myoepi_ACTA2+
630,DCIS_2
631,Invasive_Tumor
632,Prolif_Invasive_Tumor
633,Macrophages_1
634,B_Cells
635,Invasive_Tumor
636,Unlabeled
637,Unlabeled
638,Invasive_Tumor
639,Unlabeled
640,Invasive_Tumor
641,Invasive_Tumor
642,Macrophages_1
643,Invasive_Tumor
644,CD4+_T_Cells
645,CD4+_T_Cells
646,CD4+_T_Cells
647,CD8+_T_Cells
648,CD4+_T_Cells
649,Unlabeled
650,CD8+_T_Cells
651,CD8+_T_Cells
652,CD4+_T_Cells
653,Unlabeled
654,CD8+_T_Cells
655,CD4+_T_Cells
656,CD8+_T_Cells
657,CD8+_T_Cells
658,CD4+_T_Cells
659,Macrophages_1
660,CD4+_T_Cells
661,Unlabeled
662,CD4+_T_Cells
663,CD4+_T_Cells
664,CD4+_T_Cells
665,Stromal_&_T_Cell_Hybrid
666,CD8+_T_Cells
667,Stromal
668,Stromal
669,CD4+_T_Cells
670,CD4+_T_Cells
671,CD8+_T_Cells
672,CD4+_T_Cells
673,CD4+_T_Cells
674,Unlabeled
675,CD8+_T_Cells
676,Macrophages_1
677,CD4+_T_Cells
678,Endothelial
679,Unlabeled
680,Macrophages_1
681,Unlabeled
682,Stromal
683,Stromal
684,Endothelial
685,Endothelial
686,CD4+_T_Cells
687,Perivascular-Like
688,B_Cells
689,CD8+_T_Cells
690,Endothelial
691,CD8+_T_Cells
692,Stromal
693,Macrophages_1
694,Stromal
695,Stromal
696,Stromal
697,Endothelial
698,Stromal
699,CD8+_T_Cells
700,Stromal
701,Stromal
702,Stromal
703,Stromal
704,Macrophages_1
705,Stromal
706,Stromal
707,Endothelial
708,Myoepi_ACTA2+
709,Stromal
710,CD8+_T_Cells
711,Macrophages_1
712,Myoepi_ACTA2+
713,Endothelial
714,Macrophages_1
715,Myoepi_ACTA2+
716,Stromal
717,Myoepi_ACTA2+
718,Stromal
719,Myoepi_ACTA2+
720,Myoepi_ACTA2+
721,Myoepi_ACTA2+
722,Myoepi_ACTA2+
723,Myoepi_ACTA2+
724,Myoepi_ACTA2+
725,DCIS_2
726,DCIS_2
727,DCIS_2
728,Myoepi_ACTA2+
729,DCIS_2
730,Myoepi_ACTA2+
731,DCIS_2
732,Myoepi_ACTA2+
733,Myoepi_ACTA2+
734,DCIS_2
735,Myoepi_ACTA2+
736,Myoepi_ACTA2+
737,Myoepi_ACTA2+
738,Myoepi_ACTA2+
739,Myoepi_ACTA2+
740,Myoepi_ACTA2+
741,DCIS_2
742,Myoepi_ACTA2+
743,Myoepi_ACTA2+
744,Unlabeled
745,DCIS_2
746,Myoepi_ACTA2+
747,Myoepi_ACTA2+
748,DCIS_2
749,DCIS_2
750,DCIS_2
751,Unlabeled
752,Myoepi_ACTA2+
753,DCIS_2
754,Myoepi_ACTA2+
755,Myoepi_ACTA2+
756,DCIS_2
757,Myoepi_ACTA2+
758,Myoepi_ACTA2+
759,DCIS_2
760,Myoepi_ACTA2+
761,Myoepi_ACTA2+
762,Myoepi_ACTA2+
763,DCIS_2
764,Myoepi_ACTA2+
765,Myoepi_ACTA2+
766,DCIS_2
767,DCIS_2
768,DCIS_2
769,DCIS_2
770,DCIS_2
771,DCIS_2
772,DCIS_2
773,DCIS_2
774,DCIS_2
775,DCIS_2
776,DCIS_2
777,DCIS_2
778,DCIS_2
779,DCIS_2
780,DCIS_2
781,DCIS_2
782,DCIS_2
783,DCIS_2
784,Myoepi_ACTA2+
785,DCIS_2
786,Myoepi_ACTA2+
787,Myoepi_ACTA2+
788,Myoepi_ACTA2+
789,Myoepi_ACTA2+
790,Myoepi_ACTA2+
791,Myoepi_ACTA2+
792,Stromal
793,Endothelial
794,Endothelial
795,Endothelial
796,Endothelial
797,Endothelial
798,Endothelial
799,CD8+_T_Cells
800,Endothelial
801,Endothelial
802,Stromal
803,Endothelial
804,Stromal
805,Stromal
806,Stromal
807,Stromal
808,Invasive_Tumor
809,B_Cells
810,T_Cell_&_Tumor_Hybrid
811,Stromal
812,CD4+_T_Cells
813,Invasive_Tumor
814,Invasive_Tumor
815,Macrophages_1
816,CD4+_T_Cells
817,Invasive_Tumor
818,DCIS_2
819,Invasive_Tumor
820,CD4+_T_Cells
821,Macrophages_1
822,CD8+_T_Cells
823,T_Cell_&_Tumor_Hybrid
824,Stromal
825,Invasive_Tumor
826,Invasive_Tumor
827,Invasive_Tumor
828,Unlabeled
829,Invasive_Tumor
830,T_Cell_&_Tumor_Hybrid
831,CD4+_T_Cells
832,Invasive_Tumor
833,Invasive_Tumor
834,Invasive_Tumor
835,Invasive_Tumor
836,Invasive_Tumor
837,Macrophages_1
838,Invasive_Tumor
839,Invasive_Tumor
840,Stromal
841,Stromal
842,Macrophages_2
843,Macrophages_1
844,Stromal
845,CD4+_T_Cells
846,CD8+_T_Cells
847,Macrophages_1
848,Stromal
849,Stromal
850,Macrophages_1
851,Unlabeled
852,Unlabeled
853,Perivascular-Like
854,CD4+_T_Cells
855,Endothelial
856,T_Cell_&_Tumor_Hybrid
857,Macrophages_1
858,Macrophages_1
859,Endothelial
860,DCIS_2
861,Stromal
862,Invasive_Tumor
863,Stromal
864,Stromal
865,Invasive_Tumor
866,Stromal
867,Endothelial
868,Stromal
869,Prolif_Invasive_Tumor
870,Unlabeled
871,CD8+_T_Cells
872,CD8+_T_Cells
873,T_Cell_&_Tumor_Hybrid
874,Endothelial
875,CD4+_T_Cells
876,Invasive_Tumor
877,Invasive_Tumor
878,Unlabeled
879,Stromal
880,Invasive_Tumor
881,Stromal
882,Myoepi_ACTA2+
883,Endothelial
884,Endothelial
885,Stromal
886,Macrophages_1
887,Stromal
888,B_Cells
889,Endothelial
890,B_Cells
891,Stromal_&_T_Cell_Hybrid
892,Unlabeled
893,B_Cells
894,Stromal
895,CD8+_T_Cells
896,CD8+_T_Cells
897,Endothelial
898,CD4+_T_Cells
899,Macrophages_1
900,CD8+_T_Cells
901,Endothelial
902,Macrophages_1
903,CD4+_T_Cells
904,CD4+_T_Cells
905,CD4+_T_Cells
906,CD4+_T_Cells
907,CD4+_T_Cells
908,CD4+_T_Cells
909,Macrophages_1
910,CD8+_T_Cells
911,CD4+_T_Cells
912,LAMP3+_DCs
913,CD4+_T_Cells
914,Macrophages_1
915,CD4+_T_Cells
916,CD8+_T_Cells
917,Macrophages_1
918,CD8+_T_Cells
919,CD4+_T_Cells
920,CD8+_T_Cells
921,Endothelial
922,CD4+_T_Cells
923,CD4+_T_Cells
924,CD8+_T_Cells
925,CD4+_T_Cells
926,Myoepi_ACTA2+
927,DCIS_2
928,DCIS_2
929,DCIS_2
930,DCIS_2
931,Invasive_Tumor
932,DCIS_2
933,DCIS_2
934,Myoepi_ACTA2+
935,DCIS_2
936,DCIS_2
937,DCIS_2
938,DCIS_2
939,DCIS_2
940,DCIS_2
941,DCIS_2
942,Macrophages_2
943,Stromal
944,Stromal
945,Myoepi_ACTA2+
946,Myoepi_ACTA2+
947,Myoepi_ACTA2+
948,Myoepi_ACTA2+
949,DCIS_2
950,DCIS_2
951,DCIS_2
952,DCIS_2
953,DCIS_2
954,DCIS_2
955,DCIS_2
956,DCIS_2
957,DCIS_2
958,DCIS_2
959,DCIS_2
960,Invasive_Tumor
961,Myoepi_ACTA2+
962,Endothelial
963,DCIS_2
964,DCIS_2
965,DCIS_2
966,DCIS_2
967,DCIS_2
968,DCIS_2
969,DCIS_2
970,DCIS_2
971,DCIS_2
972,Unlabeled
973,DCIS_2
974,DCIS_2
975,DCIS_2
976,Macrophages_1
977,DCIS_2
978,DCIS_2
979,DCIS_2
980,Myoepi_ACTA2+
981,Macrophages_1
982,DCIS_2
983,DCIS_2
984,DCIS_2
985,DCIS_2
986,DCIS_2
987,DCIS_2
988,DCIS_2
989,Myoepi_ACTA2+
990,DCIS_2
991,Endothelial
992,Myoepi_ACTA2+
993,Myoepi_ACTA2+
994,Myoepi_ACTA2+
995,Myoepi_ACTA2+
996,Endothelial
997,Myoepi_ACTA2+
998,Invasive_Tumor
999,Endothelial
1000,DCIS_2
1001,Myoepi_ACTA2+
1002,Myoepi_ACTA2+
1003,DCIS_2
1004,DCIS_2
1005,CD8+_T_Cells
1006,Myoepi_ACTA2+
1007,Myoepi_ACTA2+
1008,Myoepi_ACTA2+
1009,Prolif_Invasive_Tumor
1010,DCIS_2
1011,Macrophages_1
1012,Prolif_Invasive_Tumor
1013,Myoepi_ACTA2+
1014,DCIS_2
1015,Invasive_Tumor
1016,Myoepi_ACTA2+
1017,Myoepi_ACTA2+
1018,Macrophages_1
1019,Endothelial
1020,CD4+_T_Cells
1021,CD8+_T_Cells
1022,CD8+_T_Cells
1023,CD8+_T_Cells
1024,Macrophages_1
1025,Macrophages_1
1026,Perivascular-Like
1027,CD8+_T_Cells
1028,Macrophages_1
1029,Macrophages_1
1030,Endothelial
1031,Macrophages_1
1032,DCIS_2
1033,CD4+_T_Cells
1034,Endothelial
1035,DCIS_2
1036,DCIS_2
1037,Invasive_Tumor
1038,Stromal
1039,DCIS_2
1040,Stromal
1041,Stromal
1042,Stromal
1043,Stromal
1044,Stromal
1045,Macrophages_1
1046,B_Cells
1047,Stromal
1048,CD4+_T_Cells
1049,CD4+_T_Cells
1050,CD4+_T_Cells
1051,CD8+_T_Cells
1052,Macrophages_1
1053,CD8+_T_Cells
1054,LAMP3+_DCs
1055,Unlabeled
1056,Macrophages_1
1057,LAMP3+_DCs
1058,CD4+_T_Cells
1059,Unlabeled
1060,LAMP3+_DCs
1061,CD4+_T_Cells
1062,CD4+_T_Cells
1063,Macrophages_1
1064,CD4+_T_Cells
1065,Endothelial
1066,Unlabeled
1067,Endothelial
1068,CD4+_T_Cells
1069,CD4+_T_Cells
1070,CD8+_T_Cells
1071,CD4+_T_Cells
1072,B_Cells
1073,B_Cells
1074,Stromal
1075,Stromal
1076,Macrophages_2
1077,B_Cells
1078,Unlabeled
1079,Stromal
1080,Stromal
1081,Macrophages_2
1082,Endothelial
1083,Endothelial
1084,Endothelial
1085,B_Cells
1086,CD4+_T_Cells
1087,Macrophages_1
1088,CD8+_T_Cells
1089,Endothelial
1090,Stromal
1091,Stromal
1092,B_Cells
1093,Unlabeled
1094,Invasive_Tumor
1095,Invasive_Tumor
1096,DCIS_2
1097,DCIS_2
1098,DCIS_2
1099,Invasive_Tumor
1100,DCIS_2
1101,Invasive_Tumor
1102,DCIS_2
1103,DCIS_2
1104,DCIS_2
1105,Invasive_Tumor
1106,DCIS_2
1107,DCIS_2
1108,DCIS_2
1109,Invasive_Tumor
1110,Invasive_Tumor
1111,DCIS_2
1112,Invasive_Tumor
1113,DCIS_2
1114,DCIS_2
1115,DCIS_2
1116,Invasive_Tumor
1117,DCIS_2
1118,Invasive_Tumor
1119,DCIS_2
1120,Invasive_Tumor
1121,Invasive_Tumor
1122,Invasive_Tumor
1123,DCIS_2
1124,Invasive_Tumor
1125,DCIS_2
1126,DCIS_2
1127,DCIS_2
1128,DCIS_2
1129,DCIS_2
1130,DCIS_2
1131,DCIS_2
1132,DCIS_2
1133,DCIS_2
1134,DCIS_2
1135,DCIS_2
1136,DCIS_2
1137,DCIS_2
1138,DCIS_2
1139,DCIS_2
1140,DCIS_2
1141,DCIS_2
1142,Invasive_Tumor
1143,DCIS_2
1144,DCIS_2
1145,DCIS_2
1146,DCIS_2
1147,DCIS_2
1148,DCIS_2
1149,DCIS_2
1150,Prolif_Invasive_Tumor
1151,Invasive_Tumor
1152,Prolif_Invasive_Tumor
1153,DCIS_2
1154,DCIS_2
1155,DCIS_2
1156,DCIS_2
1157,DCIS_2
1158,DCIS_2
1159,Invasive_Tumor
1160,DCIS_2
1161,DCIS_2
1162,DCIS_2
1163,Invasive_Tumor
1164,DCIS_2
1165,DCIS_2
1166,DCIS_2
1167,DCIS_2
1168,DCIS_2
1169,DCIS_2
1170,DCIS_2
1171,Invasive_Tumor
1172,DCIS_2
1173,Invasive_Tumor
1174,DCIS_2
1175,DCIS_2
1176,Invasive_Tumor
1177,Invasive_Tumor
1178,Macrophages_1
1179,DCIS_2
1180,Invasive_Tumor
1181,Invasive_Tumor
1182,Invasive_Tumor
1183,Prolif_Invasive_Tumor
1184,Endothelial
1185,Invasive_Tumor
1186,Invasive_Tumor
1187,Invasive_Tumor
1188,Invasive_Tumor
1189,Prolif_Invasive_Tumor
1190,Invasive_Tumor
1191,Invasive_Tumor
1192,Stromal
1193,Myoepi_ACTA2+
1194,Unlabeled
1195,Invasive_Tumor
1196,Invasive_Tumor
1197,CD8+_T_Cells
1198,Macrophages_1
1199,Stromal
1200,Stromal
1201,Macrophages_1
1202,Stromal
1203,Stromal
1204,Invasive_Tumor
1205,Macrophages_1
1206,Endothelial
1207,Invasive_Tumor
1208,Endothelial
1209,Invasive_Tumor
1210,Stromal
1211,Stromal
1212,Stromal
1213,Invasive_Tumor
1214,Macrophages_1
1215,Endothelial
1216,Stromal
1217,Macrophages_1
1218,Stromal
1219,Macrophages_1
1220,Stromal
1221,Unlabeled
1222,Invasive_Tumor
1223,Invasive_Tumor
1224,Stromal
1225,Invasive_Tumor
1226,Invasive_Tumor
1227,Invasive_Tumor
1228,Invasive_Tumor
1229,Prolif_Invasive_Tumor
1230,Macrophages_1
1231,Macrophages_1
1232,Invasive_Tumor
1233,Invasive_Tumor
1234,Invasive_Tumor
1235,Macrophages_1
1236,Prolif_Invasive_Tumor
1237,Stromal
1238,Macrophages_1
1239,Invasive_Tumor
1240,Invasive_Tumor
1241,Invasive_Tumor
1242,Invasive_Tumor
1243,Invasive_Tumor
1244,Invasive_Tumor
1245,Invasive_Tumor
1246,Invasive_Tumor
1247,Invasive_Tumor
1248,Prolif_Invasive_Tumor
1249,Invasive_Tumor
1250,Invasive_Tumor
1251,Prolif_Invasive_Tumor
1252,Stromal
1253,Invasive_Tumor
1254,Invasive_Tumor
1255,Invasive_Tumor
1256,Macrophages_1
1257,Macrophages_1
1258,Invasive_Tumor
1259,Invasive_Tumor
1260,Invasive_Tumor
1261,Invasive_Tumor
1262,Prolif_Invasive_Tumor
1263,Invasive_Tumor
1264,Macrophages_1
1265,Invasive_Tumor
1266,Invasive_Tumor
1267,Invasive_Tumor
1268,Invasive_Tumor
1269,Invasive_Tumor
1270,Invasive_Tumor
1271,Stromal
1272,Invasive_Tumor
1273,Invasive_Tumor
1274,Prolif_Invasive_Tumor
1275,Prolif_Invasive_Tumor
1276,Invasive_Tumor
1277,Invasive_Tumor
1278,Prolif_Invasive_Tumor
1279,Prolif_Invasive_Tumor
1280,Prolif_Invasive_Tumor
1281,Invasive_Tumor
1282,Invasive_Tumor
1283,Invasive_Tumor
1284,Invasive_Tumor
1285,Invasive_Tumor
1286,Invasive_Tumor
1287,Prolif_Invasive_Tumor
1288,Invasive_Tumor
1289,Invasive_Tumor
