Barcode,Cluster
385,B_Cells
386,Invasive_Tumor
387,Invasive_Tumor
388,Prolif_Invasive_Tumor
389,Invasive_Tumor
390,Prolif_Invasive_Tumor
391,Stromal
392,Unlabeled
393,Stromal
394,Stromal
395,Invasive_Tumor
396,Prolif_Invasive_Tumor
397,Invasive_Tumor
398,Invasive_Tumor
399,Invasive_Tumor
400,Macrophages_1
401,Invasive_Tumor
402,Invasive_Tumor
403,Invasive_Tumor
404,Invasive_Tumor
405,Invasive_Tumor
406,CD8+_T_Cells
407,Invasive_Tumor
408,Invasive_Tumor
409,Invasive_Tumor
410,Prolif_Invasive_Tumor
411,Macrophages_1
412,Invasive_Tumor
413,Invasive_Tumor
414,Invasive_Tumor
415,B_Cells
416,Invasive_Tumor
417,Invasive_Tumor
418,Invasive_Tumor
419,Invasive_Tumor
420,Prolif_Invasive_Tumor
421,CD4+_T_Cells
422,Invasive_Tumor
423,Invasive_Tumor
424,Endothelial
425,Invasive_Tumor
426,Invasive_Tumor
427,Prolif_Invasive_Tumor
428,Invasive_Tumor
429,Invasive_Tumor
430,Invasive_Tumor
431,Prolif_Invasive_Tumor
432,Invasive_Tumor
433,Invasive_Tumor
434,Invasive_Tumor
435,Invasive_Tumor
436,CD4+_T_Cells
437,Invasive_Tumor
438,Invasive_Tumor
439,Stromal
440,Stromal
441,Stromal
442,Invasive_Tumor
443,Stromal
444,Macrophages_1
445,Macrophages_1
446,Invasive_Tumor
447,Invasive_Tumor
448,Invasive_Tumor
449,Invasive_Tumor
450,Invasive_Tumor
451,Macrophages_1
452,Invasive_Tumor
453,Invasive_Tumor
454,Prolif_Invasive_Tumor
455,Invasive_Tumor
456,Invasive_Tumor
457,Invasive_Tumor
458,Stromal
459,Invasive_Tumor
460,Prolif_Invasive_Tumor
461,Stromal
462,Prolif_Invasive_Tumor
463,Prolif_Invasive_Tumor
464,Prolif_Invasive_Tumor
465,Unlabeled
466,Prolif_Invasive_Tumor
467,Invasive_Tumor
468,Invasive_Tumor
469,Invasive_Tumor
470,Invasive_Tumor
471,Invasive_Tumor
472,Invasive_Tumor
473,Invasive_Tumor
474,Invasive_Tumor
475,Prolif_Invasive_Tumor
476,Invasive_Tumor
477,Invasive_Tumor
478,Invasive_Tumor
479,Prolif_Invasive_Tumor
480,Unlabeled
481,Stromal
482,Invasive_Tumor
483,Invasive_Tumor
484,Invasive_Tumor
485,Macrophages_1
486,Invasive_Tumor
487,Invasive_Tumor
488,Invasive_Tumor
489,Invasive_Tumor
490,Invasive_Tumor
491,Invasive_Tumor
492,Invasive_Tumor
493,Invasive_Tumor
494,Invasive_Tumor
495,Invasive_Tumor
496,Stromal
497,Invasive_Tumor
498,Invasive_Tumor
499,Prolif_Invasive_Tumor
500,Invasive_Tumor
501,Invasive_Tumor
502,Invasive_Tumor
503,Stromal
504,Macrophages_1
505,Prolif_Invasive_Tumor
506,Stromal
507,Invasive_Tumor
508,Invasive_Tumor
509,Prolif_Invasive_Tumor
510,Stromal
511,Invasive_Tumor
512,Unlabeled
513,Stromal
514,Unlabeled
515,DCIS_1
516,Invasive_Tumor
517,Invasive_Tumor
518,Unlabeled
519,Invasive_Tumor
520,Invasive_Tumor
521,Unlabeled
522,Invasive_Tumor
523,DCIS_1
524,Invasive_Tumor
525,Unlabeled
526,Invasive_Tumor
527,Stromal
528,Invasive_Tumor
529,CD8+_T_Cells
530,Stromal
531,Unlabeled
532,Endothelial
533,Endothelial
534,Unlabeled
535,Endothelial
536,Endothelial
537,CD8+_T_Cells
538,Macrophages_1
539,Stromal
540,CD4+_T_Cells
541,CD4+_T_Cells
542,Stromal
543,CD4+_T_Cells
544,CD8+_T_Cells
545,CD4+_T_Cells
546,CD4+_T_Cells
547,CD8+_T_Cells
548,CD4+_T_Cells
549,Unlabeled
550,CD4+_T_Cells
551,CD4+_T_Cells
552,Stromal
553,Unlabeled
554,Endothelial
555,CD4+_T_Cells
556,Unlabeled
557,CD4+_T_Cells
558,Macrophages_1
559,B_Cells
560,Endothelial
561,Perivascular-Like
562,Stromal
563,Stromal
564,CD4+_T_Cells
565,Stromal
566,Macrophages_1
567,Endothelial
568,Endothelial
569,Perivascular-Like
570,Endothelial
571,Macrophages_1
572,Macrophages_1
573,DCIS_1
574,DCIS_1
575,DCIS_1
576,DCIS_1
577,Myoepi_ACTA2+
578,Unlabeled
579,Stromal
580,Stromal
581,Myoepi_ACTA2+
582,Myoepi_ACTA2+
583,Myoepi_ACTA2+
584,Myoepi_ACTA2+
585,DCIS_1
586,Myoepi_ACTA2+
587,DCIS_1
588,DCIS_1
589,DCIS_1
590,DCIS_1
591,DCIS_1
592,DCIS_1
593,DCIS_1
594,DCIS_1
595,DCIS_1
596,DCIS_1
597,DCIS_1
598,DCIS_1
599,DCIS_1
600,DCIS_1
601,DCIS_1
602,DCIS_1
603,DCIS_1
604,DCIS_1
605,DCIS_1
606,DCIS_1
607,DCIS_1
608,DCIS_1
609,DCIS_1
610,DCIS_1
611,DCIS_1
612,DCIS_1
613,DCIS_1
614,DCIS_1
615,DCIS_1
616,DCIS_1
617,DCIS_1
618,Myoepi_ACTA2+
619,Myoepi_ACTA2+
620,Endothelial
621,Macrophages_1
622,CD4+_T_Cells
623,Unlabeled
624,DCIS_1
625,DCIS_1
626,DCIS_1
627,Unlabeled
628,Invasive_Tumor
629,DCIS_1
630,DCIS_1
631,Invasive_Tumor
632,DCIS_1
633,DCIS_1
634,DCIS_1
635,DCIS_1
636,DCIS_1
637,DCIS_1
638,DCIS_1
639,DCIS_1
640,DCIS_1
641,DCIS_1
642,DCIS_1
643,DCIS_1
644,DCIS_1
645,DCIS_1
646,DCIS_1
647,DCIS_1
648,DCIS_1
649,Myoepi_ACTA2+
650,DCIS_1
651,Myoepi_ACTA2+
652,Myoepi_ACTA2+
653,DCIS_1
654,Myoepi_ACTA2+
655,Myoepi_ACTA2+
656,Myoepi_ACTA2+
657,Myoepi_ACTA2+
658,Myoepi_ACTA2+
659,Myoepi_ACTA2+
660,Myoepi_ACTA2+
661,Endothelial
662,Endothelial
663,Endothelial
664,Stromal
665,Unlabeled
666,DCIS_1
667,Macrophages_1
668,DCIS_1
669,Invasive_Tumor
670,DCIS_1
671,DCIS_1
672,DCIS_1
673,DCIS_1
674,DCIS_1
675,DCIS_1
676,Macrophages_1
677,Macrophages_1
678,Endothelial
679,Macrophages_1
680,Stromal
681,Myoepi_ACTA2+
682,Stromal
683,B_Cells
684,Unlabeled
685,Unlabeled
686,Stromal
687,Stromal
688,Stromal
689,Stromal
690,Stromal
691,Stromal
692,Unlabeled
693,Stromal
694,Stromal
695,Stromal
696,Myoepi_ACTA2+
697,Myoepi_ACTA2+
698,Myoepi_ACTA2+
699,DCIS_2
700,DCIS_1
701,DCIS_1
702,DCIS_1
703,DCIS_1
704,Endothelial
705,Invasive_Tumor
706,Invasive_Tumor
707,Stromal
708,Invasive_Tumor
709,Invasive_Tumor
710,Invasive_Tumor
711,Invasive_Tumor
712,Macrophages_1
713,Invasive_Tumor
714,Invasive_Tumor
715,Invasive_Tumor
716,Prolif_Invasive_Tumor
717,Prolif_Invasive_Tumor
718,Invasive_Tumor
719,Invasive_Tumor
720,Prolif_Invasive_Tumor
721,Invasive_Tumor
722,Prolif_Invasive_Tumor
723,Endothelial
724,Prolif_Invasive_Tumor
725,Prolif_Invasive_Tumor
726,Stromal
727,Stromal
728,Stromal
729,Invasive_Tumor
730,Invasive_Tumor
731,Prolif_Invasive_Tumor
732,Prolif_Invasive_Tumor
733,T_Cell_&_Tumor_Hybrid
734,Invasive_Tumor
735,Invasive_Tumor
736,Invasive_Tumor
737,Invasive_Tumor
738,Invasive_Tumor
739,Invasive_Tumor
740,Invasive_Tumor
741,Invasive_Tumor
742,Prolif_Invasive_Tumor
743,Invasive_Tumor
744,Invasive_Tumor
745,Invasive_Tumor
746,Prolif_Invasive_Tumor
747,Prolif_Invasive_Tumor
748,Invasive_Tumor
749,Invasive_Tumor
750,Invasive_Tumor
751,Invasive_Tumor
752,Invasive_Tumor
753,Invasive_Tumor
754,Invasive_Tumor
755,Invasive_Tumor
756,Invasive_Tumor
757,Invasive_Tumor
758,Invasive_Tumor
759,Invasive_Tumor
760,Macrophages_1
761,Stromal
762,Invasive_Tumor
763,Invasive_Tumor
764,Invasive_Tumor
765,Invasive_Tumor
766,Invasive_Tumor
767,Invasive_Tumor
768,Endothelial
769,Invasive_Tumor
770,Invasive_Tumor
771,CD8+_T_Cells
772,Invasive_Tumor
773,Invasive_Tumor
774,Invasive_Tumor
775,Macrophages_1
776,Stromal
777,Invasive_Tumor
778,Invasive_Tumor
779,Invasive_Tumor
780,Invasive_Tumor
781,Invasive_Tumor
782,Invasive_Tumor
783,Invasive_Tumor
784,Invasive_Tumor
785,Invasive_Tumor
786,Stromal
787,Invasive_Tumor
788,Invasive_Tumor
789,Prolif_Invasive_Tumor
790,Invasive_Tumor
791,Invasive_Tumor
792,Endothelial
793,Endothelial
794,Invasive_Tumor
795,Invasive_Tumor
796,Prolif_Invasive_Tumor
797,Stromal
798,Macrophages_1
799,DCIS_1
800,DCIS_1
801,DCIS_1
802,DCIS_1
803,DCIS_1
804,DCIS_1
805,DCIS_1
806,DCIS_1
807,DCIS_1
808,DCIS_1
809,DCIS_1
810,DCIS_1
811,DCIS_1
812,DCIS_1
813,DCIS_1
814,DCIS_1
815,DCIS_1
816,DCIS_1
817,DCIS_1
818,DCIS_1
819,DCIS_1
820,DCIS_1
821,DCIS_1
822,DCIS_1
823,DCIS_1
824,DCIS_1
825,DCIS_1
826,DCIS_1
827,DCIS_1
828,DCIS_1
829,DCIS_1
830,Macrophages_1
831,DCIS_1
832,DCIS_1
833,DCIS_1
834,DCIS_1
835,DCIS_1
836,DCIS_1
837,DCIS_1
838,Invasive_Tumor
839,DCIS_1
840,DCIS_1
841,DCIS_1
842,DCIS_1
843,DCIS_1
844,DCIS_1
845,DCIS_1
846,DCIS_1
847,DCIS_1
848,DCIS_1
849,Invasive_Tumor
850,Stromal
851,Stromal
852,Stromal
853,Perivascular-Like
854,Stromal
855,Endothelial
856,Invasive_Tumor
857,Endothelial
858,Endothelial
859,Perivascular-Like
860,Endothelial
861,Endothelial
862,Invasive_Tumor
863,Stromal
864,Invasive_Tumor
865,Invasive_Tumor
866,Invasive_Tumor
867,Stromal
868,Invasive_Tumor
869,Prolif_Invasive_Tumor
870,Invasive_Tumor
871,Stromal
872,Invasive_Tumor
873,Invasive_Tumor
874,Invasive_Tumor
875,Invasive_Tumor
876,Invasive_Tumor
877,Endothelial
878,Invasive_Tumor
879,Stromal
880,Endothelial
881,Stromal
882,Macrophages_1
883,Invasive_Tumor
884,Stromal
885,Invasive_Tumor
886,Invasive_Tumor
887,Invasive_Tumor
888,Invasive_Tumor
889,Invasive_Tumor
890,Invasive_Tumor
891,Invasive_Tumor
892,Invasive_Tumor
893,Invasive_Tumor
894,Invasive_Tumor
895,Invasive_Tumor
896,Invasive_Tumor
897,Stromal
898,Invasive_Tumor
899,Invasive_Tumor
900,Invasive_Tumor
901,Invasive_Tumor
902,Invasive_Tumor
903,Invasive_Tumor
904,Invasive_Tumor
905,Invasive_Tumor
906,Invasive_Tumor
907,Invasive_Tumor
908,Invasive_Tumor
909,Invasive_Tumor
910,Invasive_Tumor
911,Prolif_Invasive_Tumor
912,Invasive_Tumor
913,Prolif_Invasive_Tumor
914,Invasive_Tumor
915,Invasive_Tumor
916,Stromal
917,Invasive_Tumor
918,Invasive_Tumor
919,Invasive_Tumor
920,Prolif_Invasive_Tumor
921,Invasive_Tumor
922,DCIS_1
923,DCIS_1
924,DCIS_1
925,Invasive_Tumor
926,Myoepi_ACTA2+
927,DCIS_1
928,Stromal
929,Stromal
930,Stromal
931,DCIS_1
932,Invasive_Tumor
933,Stromal
934,CD4+_T_Cells
935,Macrophages_1
936,Prolif_Invasive_Tumor
937,Myoepi_ACTA2+
938,Stromal
939,Endothelial
940,Endothelial
941,CD8+_T_Cells
942,Macrophages_2
943,Myoepi_ACTA2+
944,Myoepi_ACTA2+
945,Myoepi_ACTA2+
946,Stromal
947,Invasive_Tumor
948,Invasive_Tumor
949,DCIS_1
950,Endothelial
951,Stromal
952,Stromal
953,Stromal
954,Stromal
955,CD4+_T_Cells
956,Stromal
957,DCIS_1
958,Myoepi_ACTA2+
959,Unlabeled
960,DCIS_1
961,DCIS_1
962,Myoepi_ACTA2+
963,DCIS_1
964,Stromal
965,DCIS_1
966,Myoepi_ACTA2+
967,B_Cells
968,Endothelial
969,Invasive_Tumor
970,Invasive_Tumor
971,Invasive_Tumor
972,Invasive_Tumor
973,Invasive_Tumor
974,Invasive_Tumor
975,Invasive_Tumor
976,Invasive_Tumor
977,Invasive_Tumor
978,Stromal
979,Invasive_Tumor
980,Prolif_Invasive_Tumor
981,Invasive_Tumor
982,Invasive_Tumor
983,Invasive_Tumor
984,Invasive_Tumor
985,T_Cell_&_Tumor_Hybrid
986,Invasive_Tumor
987,Endothelial
988,Endothelial
989,Macrophages_1
990,Prolif_Invasive_Tumor
991,Prolif_Invasive_Tumor
992,Unlabeled
993,Unlabeled
994,Stromal
995,Endothelial
996,Stromal
997,Endothelial
998,Endothelial
999,Stromal
1000,Macrophages_1
1001,Macrophages_1
1002,Invasive_Tumor
1003,Stromal
1004,DCIS_1
1005,DCIS_1
1006,DCIS_1
1007,Invasive_Tumor
1008,Invasive_Tumor
1009,DCIS_1
1010,DCIS_1
1011,DCIS_1
1012,Invasive_Tumor
1013,DCIS_1
1014,DCIS_1
1015,Unlabeled
1016,CD8+_T_Cells
1017,Unlabeled
1018,Macrophages_1
1019,Unlabeled
1020,DCIS_1
1021,Macrophages_1
1022,DCIS_1
1023,Unlabeled
1024,Macrophages_1
1025,Unlabeled
1026,Unlabeled
1027,Unlabeled
1028,DCIS_1
1029,DCIS_1
1030,DCIS_1
1031,DCIS_1
1032,DCIS_1
1033,DCIS_1
1034,DCIS_1
1035,DCIS_1
1036,DCIS_1
1037,DCIS_1
1038,DCIS_1
1039,DCIS_1
1040,DCIS_1
1041,DCIS_1
1042,DCIS_1
1043,DCIS_1
1044,DCIS_1
1045,DCIS_1
1046,DCIS_1
1047,DCIS_1
1048,DCIS_1
1049,DCIS_1
1050,DCIS_1
1051,DCIS_1
1052,DCIS_1
1053,DCIS_1
1054,DCIS_1
1055,DCIS_1
1056,DCIS_1
1057,DCIS_1
1058,DCIS_1
1059,DCIS_1
1060,DCIS_1
1061,DCIS_1
1062,DCIS_1
1063,DCIS_1
1064,DCIS_1
1065,DCIS_1
1066,Stromal
1067,Macrophages_1
1068,T_Cell_&_Tumor_Hybrid
1069,CD4+_T_Cells
1070,Stromal
1071,Stromal
1072,Stromal
1073,Invasive_Tumor
1074,Stromal
1075,Invasive_Tumor
1076,Invasive_Tumor
1077,Stromal
1078,Stromal
1079,Stromal
1080,Stromal
1081,Macrophages_1
1082,CD8+_T_Cells
1083,CD8+_T_Cells
1084,B_Cells
1085,CD4+_T_Cells
1086,CD4+_T_Cells
1087,Invasive_Tumor
1088,CD8+_T_Cells
1089,CD8+_T_Cells
1090,CD4+_T_Cells
1091,T_Cell_&_Tumor_Hybrid
1092,Invasive_Tumor
1093,Endothelial
1094,Invasive_Tumor
1095,Invasive_Tumor
1096,Stromal
1097,Endothelial
1098,Endothelial
1099,Invasive_Tumor
1100,Unlabeled
1101,CD8+_T_Cells
1102,Invasive_Tumor
1103,CD4+_T_Cells
1104,CD4+_T_Cells
1105,Stromal
1106,Macrophages_1
1107,Stromal
1108,CD8+_T_Cells
1109,Endothelial
1110,Stromal
1111,Unlabeled
1112,CD8+_T_Cells
1113,Endothelial
1114,CD8+_T_Cells
1115,CD8+_T_Cells
1116,Stromal
1117,CD8+_T_Cells
1118,CD4+_T_Cells
1119,CD8+_T_Cells
1120,CD8+_T_Cells
1121,CD4+_T_Cells
1122,Perivascular-Like
1123,Stromal
1124,CD8+_T_Cells
1125,Macrophages_1
1126,CD8+_T_Cells
1127,CD8+_T_Cells
1128,Stromal
1129,Unlabeled
1130,T_Cell_&_Tumor_Hybrid
1131,Invasive_Tumor
1132,Invasive_Tumor
1133,Stromal
1134,Invasive_Tumor
1135,Prolif_Invasive_Tumor
1136,Prolif_Invasive_Tumor
1137,Invasive_Tumor
1138,Invasive_Tumor
1139,Invasive_Tumor
1140,Invasive_Tumor
1141,Invasive_Tumor
1142,Invasive_Tumor
1143,Invasive_Tumor
1144,Endothelial
1145,DCIS_1
1146,DCIS_1
1147,DCIS_1
1148,DCIS_1
1149,DCIS_1
1150,DCIS_1
1151,DCIS_1
1152,DCIS_1
1153,DCIS_1
1154,DCIS_1
1155,Myoepi_ACTA2+
1156,DCIS_1
1157,DCIS_2
1158,DCIS_1
1159,DCIS_1
1160,DCIS_1
1161,Invasive_Tumor
1162,Unlabeled
1163,Invasive_Tumor
1164,DCIS_1
1165,DCIS_1
1166,Macrophages_1
1167,Invasive_Tumor
1168,DCIS_1
1169,DCIS_2
1170,Invasive_Tumor
1171,Invasive_Tumor
1172,DCIS_1
1173,DCIS_2
1174,Unlabeled
1175,Invasive_Tumor
1176,Macrophages_1
1177,Macrophages_1
1178,Invasive_Tumor
1179,Macrophages_1
1180,Macrophages_1
1181,DCIS_1
1182,DCIS_1
1183,Macrophages_1
1184,Unlabeled
1185,CD4+_T_Cells
1186,Unlabeled
1187,DCIS_1
1188,DCIS_1
1189,DCIS_1
1190,DCIS_1
1191,DCIS_1
1192,Unlabeled
1193,DCIS_1
1194,DCIS_1
1195,DCIS_1
1196,DCIS_1
1197,Myoepi_ACTA2+
1198,Myoepi_ACTA2+
1199,Stromal
1200,Endothelial
1201,Stromal
1202,CD4+_T_Cells
1203,Endothelial
1204,Stromal
1205,B_Cells
1206,Stromal
1207,CD4+_T_Cells
1208,Unlabeled
1209,CD4+_T_Cells
1210,CD4+_T_Cells
1211,Stromal
1212,CD8+_T_Cells
1213,CD4+_T_Cells
1214,IRF7+_DCs
1215,Macrophages_1
1216,B_Cells
1217,CD8+_T_Cells
1218,CD4+_T_Cells
1219,CD8+_T_Cells
1220,Unlabeled
1221,CD4+_T_Cells
1222,CD8+_T_Cells
1223,CD4+_T_Cells
1224,CD4+_T_Cells
1225,CD4+_T_Cells
1226,CD4+_T_Cells
1227,CD4+_T_Cells
1228,CD4+_T_Cells
1229,CD8+_T_Cells
1230,CD8+_T_Cells
1231,Unlabeled
1232,CD8+_T_Cells
1233,CD4+_T_Cells
1234,Macrophages_1
1235,LAMP3+_DCs
1236,Unlabeled
1237,CD4+_T_Cells
1238,Invasive_Tumor
1239,Unlabeled
1240,DCIS_1
1241,DCIS_1
1242,DCIS_1
1243,Unlabeled
1244,DCIS_1
1245,DCIS_1
1246,DCIS_1
1247,DCIS_1
1248,DCIS_2
1249,DCIS_1
1250,DCIS_1
1251,DCIS_1
1252,DCIS_1
1253,DCIS_1
1254,DCIS_1
1255,DCIS_1
1256,DCIS_1
1257,Invasive_Tumor
1258,LAMP3+_DCs
1259,CD4+_T_Cells
1260,Unlabeled
1261,Unlabeled
1262,CD4+_T_Cells
1263,CD4+_T_Cells
1264,CD4+_T_Cells
1265,Endothelial
1266,Endothelial
1267,Endothelial
1268,Endothelial
1269,Endothelial
1270,Stromal
1271,CD8+_T_Cells
1272,CD4+_T_Cells
1273,CD8+_T_Cells
1274,CD4+_T_Cells
1275,LAMP3+_DCs
1276,CD4+_T_Cells
1277,CD4+_T_Cells
1278,CD4+_T_Cells
1279,CD8+_T_Cells
1280,CD4+_T_Cells
1281,Macrophages_1
1282,CD4+_T_Cells
1283,CD8+_T_Cells
1284,Macrophages_1
1285,CD4+_T_Cells
1286,CD4+_T_Cells
1287,CD8+_T_Cells
1288,LAMP3+_DCs
